"INST
CODE",INSTITUTE NAME,PLACE,DIST,COED,TYPE,"YEAR OF
ESTB",BRANCH,BRANCH NAME,OC Boys,OC Girls,"TUITION
FEE",AFFILIATED
GURU,"GURU NANAK INSTITUTIONS TECHNICAL CAMPUS
(AUTONOMOUS)",IBRAHIMPATAN,RR,COED,PVT,2001,CSC,COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),22505,24594,120000,JNTUH
GURU,"GURU NANAK INSTITUTIONS TECHNICAL CAMPUS
(AUTONOMOUS)",IBRAHIMPATAN,RR,COED,PVT,2001,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),19906,21668,120000,JNTUH
GURU,"GURU NANAK INSTITUTIONS TECHNICAL CAMPUS
(AUTONOMOUS)",IBRAHIMPATAN,RR,COED,PVT,2001,CSE,COMPUTER SCIENCE AND ENGINEERING,15332,16500,120000,JNTUH
GURU,"GURU NANAK INSTITUTIONS TECHNICAL CAMPUS
(AUTONOMOUS)",IBRAHIMPATAN,RR,COED,PVT,2001,CSM,"COMPUTER SCIENCE AND ENGINEERING
(ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING)",17079,21255,120000,JNTUH
GURU,"GURU NANAK INSTITUTIONS TECHNICAL CAMPUS
(AUTONOMOUS)",IBRAHIMPATAN,RR,COED,PVT,2001,CSO,COMPUTER SCIENCE AND ENGINEERING (IOT),29172,29172,120000,JNTUH
GURU,"GURU NANAK INSTITUTIONS TECHNICAL CAMPUS
(AUTONOMOUS)",IBRAHIMPATAN,RR,COED,PVT,2001,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,47324,47324,120000,JNTUH
GURU,"GURU NANAK INSTITUTIONS TECHNICAL CAMPUS
(AUTONOMOUS)",IBRAHIMPATAN,RR,COED,PVT,2001,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,66080,66080,120000,JNTUH
GURU,"GURU NANAK INSTITUTIONS TECHNICAL CAMPUS
(AUTONOMOUS)",IBRAHIMPATAN,RR,COED,PVT,2001,INF,INFORMATION TECHNOLOGY,19076,21034,120000,JNTUH
GURU,"GURU NANAK INSTITUTIONS TECHNICAL CAMPUS
(AUTONOMOUS)",IBRAHIMPATAN,RR,COED,PVT,2001,MEC,MECHANICAL ENGINEERING,102970,117586,120000,JNTUH
HITM,"HYDERABAD INST OF TECHNOLOGY AND MGMT
(AUTONOMOUS)",MEDCHAL,MDL,COED,PVT,2001,CSC,COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),32123,35566,90000,JNTUH
HITM,"HYDERABAD INST OF TECHNOLOGY AND MGMT
(AUTONOMOUS)",MEDCHAL,MDL,COED,PVT,2001,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),34449,34449,90000,JNTUH
HITM,"HYDERABAD INST OF TECHNOLOGY AND MGMT
(AUTONOMOUS)",MEDCHAL,MDL,COED,PVT,2001,CSE,COMPUTER SCIENCE AND ENGINEERING,21122,21694,90000,JNTUH
HITM,"HYDERABAD INST OF TECHNOLOGY AND MGMT
(AUTONOMOUS)",MEDCHAL,MDL,COED,PVT,2001,CSM,"COMPUTER SCIENCE AND ENGINEERING
(ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING)",25467,25467,90000,JNTUH
HITM,"HYDERABAD INST OF TECHNOLOGY AND MGMT
(AUTONOMOUS)",MEDCHAL,MDL,COED,PVT,2001,CSO,COMPUTER SCIENCE AND ENGINEERING (IOT),52321,52321,90000,JNTUH
HITM,"HYDERABAD INST OF TECHNOLOGY AND MGMT
(AUTONOMOUS)",MEDCHAL,MDL,COED,PVT,2001,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,43518,43518,90000,JNTUH
HITM,"HYDERABAD INST OF TECHNOLOGY AND MGMT
(AUTONOMOUS)",MEDCHAL,MDL,COED,PVT,2001,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,117137,117137,90000,JNTUH
HITM,"HYDERABAD INST OF TECHNOLOGY AND MGMT
(AUTONOMOUS)",MEDCHAL,MDL,COED,PVT,2001,MEC,MECHANICAL ENGINEERING,52639,111220,90000,JNTUH
HOLY,HOLY MARY INSTITUTE OF TECH SCIENCE (AUTONOMOUS),KEESARA,MDL,COED,PVT,2001,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),45343,46090,66000,JNTUH
HOLY,HOLY MARY INSTITUTE OF TECH SCIENCE (AUTONOMOUS),KEESARA,MDL,COED,PVT,2001,CSE,COMPUTER SCIENCE AND ENGINEERING,41682,41682,66000,JNTUH
HOLY,HOLY MARY INSTITUTE OF TECH SCIENCE (AUTONOMOUS),KEESARA,MDL,COED,PVT,2001,CSM,"COMPUTER SCIENCE AND ENGINEERING
(ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING)",54854,54854,66000,JNTUH
HOLY,HOLY MARY INSTITUTE OF TECH SCIENCE (AUTONOMOUS),KEESARA,MDL,COED,PVT,2001,CSO,COMPUTER SCIENCE AND ENGINEERING (IOT),90534,96421,66000,JNTUH
HOLY,HOLY MARY INSTITUTE OF TECH SCIENCE (AUTONOMOUS),KEESARA,MDL,COED,PVT,2001,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,81508,81508,66000,JNTUH
HOLY,HOLY MARY INSTITUTE OF TECH SCIENCE (AUTONOMOUS),KEESARA,MDL,COED,PVT,2001,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,87025,116337,66000,JNTUH
HOLY,HOLY MARY INSTITUTE OF TECH SCIENCE (AUTONOMOUS),KEESARA,MDL,COED,PVT,2001,MEC,MECHANICAL ENGINEERING,82521,116644,66000,JNTUH
IARE,INSTITUTE OF AERONAUTICAL ENGINEERING,DUNDIGAL,MDL,COED,PVT,2000,ANE,AERONAUTICAL ENGINEERING,16659,17431,101000,JNTUH
IARE,INSTITUTE OF AERONAUTICAL ENGINEERING,DUNDIGAL,MDL,COED,PVT,2000,CIV,CIVIL ENGINEERING,55351,55351,101000,JNTUH
IARE,INSTITUTE OF AERONAUTICAL ENGINEERING,DUNDIGAL,MDL,COED,PVT,2000,CSC,COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),12396,12396,101000,JNTUH
IARE,INSTITUTE OF AERONAUTICAL ENGINEERING,DUNDIGAL,MDL,COED,PVT,2000,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),11878,11878,101000,JNTUH
IARE,INSTITUTE OF AERONAUTICAL ENGINEERING,DUNDIGAL,MDL,COED,PVT,2000,CSE,COMPUTER SCIENCE AND ENGINEERING,8402,9114,101000,JNTUH
IARE,INSTITUTE OF AERONAUTICAL ENGINEERING,DUNDIGAL,MDL,COED,PVT,2000,CSI,COMPUTER SCIENCE AND INFORMATION TECHNOLOGY,12696,12696,101000,JNTUH
IARE,INSTITUTE OF AERONAUTICAL ENGINEERING,DUNDIGAL,MDL,COED,PVT,2000,CSM,"COMPUTER SCIENCE AND ENGINEERING
(ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING)",10721,10721,101000,JNTUH
IARE,INSTITUTE OF AERONAUTICAL ENGINEERING,DUNDIGAL,MDL,COED,PVT,2000,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,27279,27279,101000,JNTUH
IARE,INSTITUTE OF AERONAUTICAL ENGINEERING,DUNDIGAL,MDL,COED,PVT,2000,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,44104,45511,101000,JNTUH
IARE,INSTITUTE OF AERONAUTICAL ENGINEERING,DUNDIGAL,MDL,COED,PVT,2000,INF,INFORMATION TECHNOLOGY,13880,14186,101000,JNTUH
IARE,INSTITUTE OF AERONAUTICAL ENGINEERING,DUNDIGAL,MDL,COED,PVT,2000,MEC,MECHANICAL ENGINEERING,58341,100479,101000,JNTUH
IITT,INDUR INSTITUTE OF ENGINEERING AND TECHNOLOGY,SIDDIPET,SDP,COED,PVT,2001,CIV,CIVIL ENGINEERING,114959,114959,62000,JNTUH
IITT,INDUR INSTITUTE OF ENGINEERING AND TECHNOLOGY,SIDDIPET,SDP,COED,PVT,2001,CSC,COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),81587,83712,62000,JNTUH
IITT,INDUR INSTITUTE OF ENGINEERING AND TECHNOLOGY,SIDDIPET,SDP,COED,PVT,2001,CSE,COMPUTER SCIENCE AND ENGINEERING,58720,58720,62000,JNTUH
IITT,INDUR INSTITUTE OF ENGINEERING AND TECHNOLOGY,SIDDIPET,SDP,COED,PVT,2001,CSM,"COMPUTER SCIENCE AND ENGINEERING
(ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING)",68717,68717,62000,JNTUH
IITT,INDUR INSTITUTE OF ENGINEERING AND TECHNOLOGY,SIDDIPET,SDP,COED,PVT,2001,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,83258,95160,62000,JNTUH
IITT,INDUR INSTITUTE OF ENGINEERING AND TECHNOLOGY,SIDDIPET,SDP,COED,PVT,2001,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,82476,116253,62000,JNTUH
IITT,INDUR INSTITUTE OF ENGINEERING AND TECHNOLOGY,SIDDIPET,SDP,COED,PVT,2001,MEC,MECHANICAL ENGINEERING,59484,59484,62000,JNTUH
INDI,"SRI INDU INSTITUTE OF ENGINEERING AND TECHNOLOGY
(AUTONOMOUS)",IBRAHIMPATAN,RR,COED,PVT,2007,AID,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,45325,48361,95000,JNTUH
INDI,"SRI INDU INSTITUTE OF ENGINEERING AND TECHNOLOGY
(AUTONOMOUS)",IBRAHIMPATAN,RR,COED,PVT,2007,CIV,CIVIL ENGINEERING,84261,89593,95000,JNTUH
INDI,"SRI INDU INSTITUTE OF ENGINEERING AND TECHNOLOGY
(AUTONOMOUS)",IBRAHIMPATAN,RR,COED,PVT,2007,CSC,COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),37694,44783,95000,JNTUH
INDI,"SRI INDU INSTITUTE OF ENGINEERING AND TECHNOLOGY
(AUTONOMOUS)",IBRAHIMPATAN,RR,COED,PVT,2007,CSE,COMPUTER SCIENCE AND ENGINEERING,29090,29090,95000,JNTUH
INDI,"SRI INDU INSTITUTE OF ENGINEERING AND TECHNOLOGY
(AUTONOMOUS)",IBRAHIMPATAN,RR,COED,PVT,2007,CSM,"COMPUTER SCIENCE AND ENGINEERING
(ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING)",33439,33439,95000,JNTUH
INDI,"SRI INDU INSTITUTE OF ENGINEERING AND TECHNOLOGY
(AUTONOMOUS)",IBRAHIMPATAN,RR,COED,PVT,2007,CSO,COMPUTER SCIENCE AND ENGINEERING (IOT),64356,64356,95000,JNTUH
INDI,"SRI INDU INSTITUTE OF ENGINEERING AND TECHNOLOGY
(AUTONOMOUS)",IBRAHIMPATAN,RR,COED,PVT,2007,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,34934,66518,95000,JNTUH
INDU,"SRI INDU COLLEGE OF ENGG AND TECHNOLOGY
(AUTONOMOUS)",IBRAHIMPATAN,RR,COED,PVT,2001,AID,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,30238,34843,115000,JNTUH
INDU,"SRI INDU COLLEGE OF ENGG AND TECHNOLOGY
(AUTONOMOUS)",IBRAHIMPATAN,RR,COED,PVT,2001,CIV,CIVIL ENGINEERING,66689,107709,115000,JNTUH
INDU,"SRI INDU COLLEGE OF ENGG AND TECHNOLOGY
(AUTONOMOUS)",IBRAHIMPATAN,RR,COED,PVT,2001,CSC,COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),39638,42725,115000,JNTUH
INDU,"SRI INDU COLLEGE OF ENGG AND TECHNOLOGY
(AUTONOMOUS)",IBRAHIMPATAN,RR,COED,PVT,2001,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),32842,32842,115000,JNTUH
INDU,"SRI INDU COLLEGE OF ENGG AND TECHNOLOGY
(AUTONOMOUS)",IBRAHIMPATAN,RR,COED,PVT,2001,CSE,COMPUTER SCIENCE AND ENGINEERING,22843,29193,115000,JNTUH
INDU,"SRI INDU COLLEGE OF ENGG AND TECHNOLOGY
(AUTONOMOUS)",IBRAHIMPATAN,RR,COED,PVT,2001,CSI,COMPUTER SCIENCE AND INFORMATION TECHNOLOGY,42880,42880,115000,JNTUH
INDU,"SRI INDU COLLEGE OF ENGG AND TECHNOLOGY
(AUTONOMOUS)",IBRAHIMPATAN,RR,COED,PVT,2001,CSM,"COMPUTER SCIENCE AND ENGINEERING
(ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING)",29182,31448,115000,JNTUH
INDU,"SRI INDU COLLEGE OF ENGG AND TECHNOLOGY
(AUTONOMOUS)",IBRAHIMPATAN,RR,COED,PVT,2001,CSO,COMPUTER SCIENCE AND ENGINEERING (IOT),45973,50137,115000,JNTUH
INDU,"SRI INDU COLLEGE OF ENGG AND TECHNOLOGY
(AUTONOMOUS)",IBRAHIMPATAN,RR,COED,PVT,2001,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,53957,53957,115000,JNTUH
INDU,"SRI INDU COLLEGE OF ENGG AND TECHNOLOGY
(AUTONOMOUS)",IBRAHIMPATAN,RR,COED,PVT,2001,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,58123,70918,115000,JNTUH
INDU,"SRI INDU COLLEGE OF ENGG AND TECHNOLOGY
(AUTONOMOUS)",IBRAHIMPATAN,RR,COED,PVT,2001,INF,INFORMATION TECHNOLOGY,35099,35099,115000,JNTUH
INDU,"SRI INDU COLLEGE OF ENGG AND TECHNOLOGY
(AUTONOMOUS)",IBRAHIMPATAN,RR,COED,PVT,2001,MEC,MECHANICAL ENGINEERING,114353,114353,115000,JNTUH
JAYA,JAYAMUKHI INSTITUTE OF TECHNOLOGY AND SCIS,NARSAMPET,WGL,COED,PVT,2001,CIV,CIVIL ENGINEERING,115744,117849,60000,JNTUH
JAYA,JAYAMUKHI INSTITUTE OF TECHNOLOGY AND SCIS,NARSAMPET,WGL,COED,PVT,2001,CSE,COMPUTER SCIENCE AND ENGINEERING,61824,61824,60000,JNTUH
JAYA,JAYAMUKHI INSTITUTE OF TECHNOLOGY AND SCIS,NARSAMPET,WGL,COED,PVT,2001,CSM,"COMPUTER SCIENCE AND ENGINEERING
(ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING)",59057,85954,60000,JNTUH
JAYA,JAYAMUKHI INSTITUTE OF TECHNOLOGY AND SCIS,NARSAMPET,WGL,COED,PVT,2001,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,76858,76858,60000,JNTUH
JAYA,JAYAMUKHI INSTITUTE OF TECHNOLOGY AND SCIS,NARSAMPET,WGL,COED,PVT,2001,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,32825,112218,60000,JNTUH
JBIT,J B INSTITUTE OF ENGG AND TECHNOLOGY (AUTONOMOUS),YENKAPALLY,RR,COED,PVT,1998,AID,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,26420,26420,110000,JNTUH
JBIT,J B INSTITUTE OF ENGG AND TECHNOLOGY (AUTONOMOUS),YENKAPALLY,RR,COED,PVT,1998,AIM,ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING,31153,31695,110000,JNTUH
JBIT,J B INSTITUTE OF ENGG AND TECHNOLOGY (AUTONOMOUS),YENKAPALLY,RR,COED,PVT,1998,CIV,CIVIL ENGINEERING,113710,115271,110000,JNTUH
JBIT,J B INSTITUTE OF ENGG AND TECHNOLOGY (AUTONOMOUS),YENKAPALLY,RR,COED,PVT,1998,CSE,COMPUTER SCIENCE AND ENGINEERING,17041,17041,110000,JNTUH
JBIT,J B INSTITUTE OF ENGG AND TECHNOLOGY (AUTONOMOUS),YENKAPALLY,RR,COED,PVT,1998,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,43263,48258,110000,JNTUH
JBIT,J B INSTITUTE OF ENGG AND TECHNOLOGY (AUTONOMOUS),YENKAPALLY,RR,COED,PVT,1998,ECM,ELECTRONICS AND COMPUTER ENGINEERING,58807,85991,110000,JNTUH
JBIT,J B INSTITUTE OF ENGG AND TECHNOLOGY (AUTONOMOUS),YENKAPALLY,RR,COED,PVT,1998,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,65237,68881,110000,JNTUH
JBIT,J B INSTITUTE OF ENGG AND TECHNOLOGY (AUTONOMOUS),YENKAPALLY,RR,COED,PVT,1998,INF,INFORMATION TECHNOLOGY,21235,21638,110000,JNTUH
JBIT,J B INSTITUTE OF ENGG AND TECHNOLOGY (AUTONOMOUS),YENKAPALLY,RR,COED,PVT,1998,MEC,MECHANICAL ENGINEERING,81051,111972,110000,JNTUH
JBIT,J B INSTITUTE OF ENGG AND TECHNOLOGY (AUTONOMOUS),YENKAPALLY,RR,COED,PVT,1998,MIN,MINING ENGINEERING,115271,115271,110000,JNTUH
JMTS,JYOTHISHMATHI INSTITUTE OF TECHNOLOGY AND SCI,KARIMNAGAR,KRM,COED,PVT,1997,CIV,CIVIL ENGINEERING,114286,114286,70000,JNTUH
JMTS,JYOTHISHMATHI INSTITUTE OF TECHNOLOGY AND SCI,KARIMNAGAR,KRM,COED,PVT,1997,CSE,COMPUTER SCIENCE AND ENGINEERING,47764,47764,70000,JNTUH
JMTS,JYOTHISHMATHI INSTITUTE OF TECHNOLOGY AND SCI,KARIMNAGAR,KRM,COED,PVT,1997,CSM,"COMPUTER SCIENCE AND ENGINEERING
(ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING)",53874,74346,70000,JNTUH
JMTS,JYOTHISHMATHI INSTITUTE OF TECHNOLOGY AND SCI,KARIMNAGAR,KRM,COED,PVT,1997,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,89233,89233,70000,JNTUH
JMTS,JYOTHISHMATHI INSTITUTE OF TECHNOLOGY AND SCI,KARIMNAGAR,KRM,COED,PVT,1997,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,112226,112226,70000,JNTUH
JNKR,JNTUH UNIVERSITY COLLEGE OF ENGINEERING JAGITIAL,JAGITIAL,JTL,COED,UNIV,2007,CSE,COMPUTER SCIENCE AND ENGINEERING,7859,8547,50000,JNTUH
JNKR,JNTUH UNIVERSITY COLLEGE OF ENGINEERING JAGITIAL,JAGITIAL,JTL,COED,UNIV,2007,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,15384,15583,50000,JNTUH
JNKR,JNTUH UNIVERSITY COLLEGE OF ENGINEERING JAGITIAL,JAGITIAL,JTL,COED,UNIV,2007,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,21986,28582,50000,JNTUH
JNKR,JNTUH UNIVERSITY COLLEGE OF ENGINEERING JAGITIAL,JAGITIAL,JTL,COED,UNIV,2007,INF,INFORMATION TECHNOLOGY,14439,14439,50000,JNTUH
JNKR,JNTUH UNIVERSITY COLLEGE OF ENGINEERING JAGITIAL,JAGITIAL,JTL,COED,UNIV,2007,MEC,MECHANICAL ENGINEERING,41826,52734,50000,JNTUH
JNPASF,JNAFAU SCHOOL OF PLANNING AND ARCH - SELF FINANCE,MASABTANK,HYD,COED,SF,2008,DTD,DIGITAL TECHNIQUES FOR DESIGN AND PLANNING,57693,63334,65000,"CONSTITUENT
COLLEGE"
JNPASF,JNAFAU SCHOOL OF PLANNING AND ARCH - SELF FINANCE,MASABTANK,HYD,COED,SF,2008,FSP,FACILITIES AND SERVICES PLANNING,45728,107421,65000,"CONSTITUENT
COLLEGE"
JNPASF,JNAFAU SCHOOL OF PLANNING AND ARCH - SELF FINANCE,MASABTANK,HYD,COED,SF,2008,PLG,PLANNING,95242,95242,65000,"CONSTITUENT
COLLEGE"
JNTH,JNTUH UNIVERSITY COLLEGE OF ENGG HYDERABAD,HYDERABAD,MDL,COED,UNIV,1965,CHE,CHEMICAL ENGINEERING,20629,20629,50000,JNTUH
JNTH,JNTUH UNIVERSITY COLLEGE OF ENGG HYDERABAD,HYDERABAD,MDL,COED,UNIV,1965,CIV,CIVIL ENGINEERING,12364,12856,50000,JNTUH
JNTH,JNTUH UNIVERSITY COLLEGE OF ENGG HYDERABAD,HYDERABAD,MDL,COED,UNIV,1965,CSE,COMPUTER SCIENCE AND ENGINEERING,409,422,50000,JNTUH
JNTH,JNTUH UNIVERSITY COLLEGE OF ENGG HYDERABAD,HYDERABAD,MDL,COED,UNIV,1965,CSM,"COMPUTER SCIENCE AND ENGINEERING
(ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING)",790,1122,100000,JNTUH
JNTH,JNTUH UNIVERSITY COLLEGE OF ENGG HYDERABAD,HYDERABAD,MDL,COED,UNIV,1965,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,1436,1767,50000,JNTUH
JNTH,JNTUH UNIVERSITY COLLEGE OF ENGG HYDERABAD,HYDERABAD,MDL,COED,UNIV,1965,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,3534,3593,50000,JNTUH
JNTH,JNTUH UNIVERSITY COLLEGE OF ENGG HYDERABAD,HYDERABAD,MDL,COED,UNIV,1965,MEC,MECHANICAL ENGINEERING,8046,14005,50000,JNTUH
JNTH,JNTUH UNIVERSITY COLLEGE OF ENGG HYDERABAD,HYDERABAD,MDL,COED,UNIV,1965,MET,METALLURGICAL ENGINEERING,34063,37336,50000,JNTUH
JNTHMT,"JNTUH UNIVERSITY COLLEGE OF ENGG -5 YEAR
INTEGRATED MTECH SELF FINANCE",KUKATPALLY,MDL,COED,SF,1965,CIV,CIVIL ENGINEERING,44370,44370,100000,JNTUH
JNTHMT,"JNTUH UNIVERSITY COLLEGE OF ENGG -5 YEAR
INTEGRATED MTECH SELF FINANCE",KUKATPALLY,MDL,COED,SF,1965,CSE,COMPUTER SCIENCE AND ENGINEERING,3338,3513,100000,JNTUH
JNTHMT,"JNTUH UNIVERSITY COLLEGE OF ENGG -5 YEAR
INTEGRATED MTECH SELF FINANCE",KUKATPALLY,MDL,COED,SF,1965,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,8920,9452,100000,JNTUH
JNTHMT,"JNTUH UNIVERSITY COLLEGE OF ENGG -5 YEAR
INTEGRATED MTECH SELF FINANCE",KUKATPALLY,MDL,COED,SF,1965,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,17242,19259,100000,JNTUH
JNTHMT,"JNTUH UNIVERSITY COLLEGE OF ENGG -5 YEAR
INTEGRATED MTECH SELF FINANCE",KUKATPALLY,MDL,COED,SF,1965,MMS,BTECH MECHANICAL WITH MTECH MANUFACTURING SYSTEMS,25331,25331,100000,JNTUH
JNTHMT,"JNTUH UNIVERSITY COLLEGE OF ENGG -5 YEAR
INTEGRATED MTECH SELF FINANCE",KUKATPALLY,MDL,COED,SF,1965,MTE,BTECH MECHANICAL WITH MTECH THERMAL ENGG,30975,61363,100000,JNTUH
JNTM,JNTUH UNIVERSITY COLLEGE OF ENGG MANTHANI,MANTHANI,PDL,COED,UNIV,2010,CIV,CIVIL ENGINEERING,71366,71366,50000,JNTUH
JNTM,JNTUH UNIVERSITY COLLEGE OF ENGG MANTHANI,MANTHANI,PDL,COED,UNIV,2010,CSE,COMPUTER SCIENCE AND ENGINEERING,12346,13944,50000,JNTUH
JNTM,JNTUH UNIVERSITY COLLEGE OF ENGG MANTHANI,MANTHANI,PDL,COED,UNIV,2010,CSM,"COMPUTER SCIENCE AND ENGINEERING
(ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING)",16345,17280,100000,JNTUH
JNTM,JNTUH UNIVERSITY COLLEGE OF ENGG MANTHANI,MANTHANI,PDL,COED,UNIV,2010,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,32345,43630,50000,JNTUH
JNTM,JNTUH UNIVERSITY COLLEGE OF ENGG MANTHANI,MANTHANI,PDL,COED,UNIV,2010,MEC,MECHANICAL ENGINEERING,67560,71916,50000,JNTUH
JNTM,JNTUH UNIVERSITY COLLEGE OF ENGG MANTHANI,MANTHANI,PDL,COED,UNIV,2010,MIN,MINING ENGINEERING,82622,82622,50000,JNTUH
JNTR,"JNTUH UNIVERSITY COLLEGE OF ENGINEERING RAJANNA
SIRCILLA","AGRAHARAM
RAJANNA SIRCILLA",SRC,COED,UNIV,2021,CIV,CIVIL ENGINEERING,71737,90130,50000,JNTUH
JNTR,"JNTUH UNIVERSITY COLLEGE OF ENGINEERING RAJANNA
SIRCILLA","AGRAHARAM
RAJANNA SIRCILLA",SRC,COED,UNIV,2021,CSE,COMPUTER SCIENCE AND ENGINEERING,13790,16410,50000,JNTUH
JNTR,"JNTUH UNIVERSITY COLLEGE OF ENGINEERING RAJANNA
SIRCILLA","AGRAHARAM
RAJANNA SIRCILLA",SRC,COED,UNIV,2021,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,25258,28135,50000,JNTUH
JNTR,"JNTUH UNIVERSITY COLLEGE OF ENGINEERING RAJANNA
SIRCILLA","AGRAHARAM
RAJANNA SIRCILLA",SRC,COED,UNIV,2021,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,40241,50647,50000,JNTUH
JNTR,"JNTUH UNIVERSITY COLLEGE OF ENGINEERING RAJANNA
SIRCILLA","AGRAHARAM
RAJANNA SIRCILLA",SRC,COED,UNIV,2021,MEC,MECHANICAL ENGINEERING,81104,96992,50000,JNTUH
JNTR,"JNTUH UNIVERSITY COLLEGE OF ENGINEERING RAJANNA
SIRCILLA","AGRAHARAM
RAJANNA SIRCILLA",SRC,COED,UNIV,2021,TEX,TEXTILE TECHNOLOGY,105636,117494,50000,JNTUH
JNTS,"JNTUH UNIVERSITY COLLEGE OF ENGINEERING
SULTANPUR",SULTANPUR,SRD,COED,UNIV,2012,CIV,CIVIL ENGINEERING,39758,56500,50000,JNTUH
JNTS,"JNTUH UNIVERSITY COLLEGE OF ENGINEERING
SULTANPUR",SULTANPUR,SRD,COED,UNIV,2012,CSE,COMPUTER SCIENCE AND ENGINEERING,8268,8268,50000,JNTUH
JNTS,"JNTUH UNIVERSITY COLLEGE OF ENGINEERING
SULTANPUR",SULTANPUR,SRD,COED,UNIV,2012,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,12425,12425,50000,JNTUH
JNTS,"JNTUH UNIVERSITY COLLEGE OF ENGINEERING
SULTANPUR",SULTANPUR,SRD,COED,UNIV,2012,MEC,MECHANICAL ENGINEERING,40109,55026,50000,JNTUH
JNTSSF,"JNTUH UNIVERSITY COLLEGE OF ENGINEERING
SULTANPUR - SELF FINANCE",SULTANPUR,SRD,COED,SF,2012,CSM,"COMPUTER SCIENCE AND ENGINEERING
(ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING)",20230,20230,100000,JNTUH
JNWN,"JNTUH UNIVERSITY COLLEGE OF ENGINEERING
WANAPARTHY","NARSINGAYAPALLY
VILLAGE",WNP,COED,GOV,2022,CIV,CIVIL ENGINEERING,114689,114689,50000,JNTUH
JNWN,"JNTUH UNIVERSITY COLLEGE OF ENGINEERING
WANAPARTHY","NARSINGAYAPALLY
VILLAGE",WNP,COED,GOV,2022,CSE,COMPUTER SCIENCE AND ENGINEERING,26581,28776,50000,JNTUH
JNWN,"JNTUH UNIVERSITY COLLEGE OF ENGINEERING
WANAPARTHY","NARSINGAYAPALLY
VILLAGE",WNP,COED,GOV,2022,CSM,"COMPUTER SCIENCE AND ENGINEERING
(ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING)",48495,53669,50000,JNTUH
JNWN,"JNTUH UNIVERSITY COLLEGE OF ENGINEERING
WANAPARTHY","NARSINGAYAPALLY
VILLAGE",WNP,COED,GOV,2022,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,93007,93007,50000,JNTUH
